,target_image,option,image_rank,is_top10
122,./playground/data/mscoco/val2017/000000427338.jpg,A city made out of stone brick with large arches.,12,0
123,./playground/data/mscoco/val2017/000000058705.jpg,A man wearing a helmet while holding a banana next to a woman wearing a helmet.,23,0
124,./playground/data/mscoco/val2017/000000360943.jpg,An orange cat sitting in front of a door to a house.,0,1
125,./playground/data/mscoco/val2017/000000302760.jpg,A bathroom sink with a marble counter top under a large mirror.,2,1
126,./playground/data/mscoco/val2017/000000252219.jpg,a person with a shopping cart on a city street ,9,1
127,./playground/data/mscoco/val2017/000000313182.jpg,A purple and white bus driving down a street.,0,1
128,./playground/data/mscoco/val2017/000000098520.jpg,A large passenger jet sitting on top of an airport runway.,15,0
129,./playground/data/mscoco/val2017/000000354072.jpg,A bathroom sink under a mirror next to a plant.,5,1
130,./playground/data/mscoco/val2017/000000206135.jpg,A herd of cattle sitting in front of a church with a steeple.,0,1
131,./playground/data/mscoco/val2017/000000308799.jpg,A doorway into a clean wood floored kitchen.,0,1
132,./playground/data/mscoco/val2017/000000205514.jpg,The large living room has been decorated in modern furnishings.,53,0
133,./playground/data/mscoco/val2017/000000537812.jpg,A tiled bathroom with toilet and open shower,84,0
134,./playground/data/mscoco/val2017/000000284623.jpg,A black cat sits in a bathroom sink.,1,1
135,./playground/data/mscoco/val2017/000000136355.jpg,A kitchen with a bright window and house plants,0,1
136,./playground/data/mscoco/val2017/000000001761.jpg,Two planes flying in the sky over a bridge.,3,1
137,./playground/data/mscoco/val2017/000000267351.jpg,A large clock tower is yellow and white.,1,1
138,./playground/data/mscoco/val2017/000000357567.jpg,A small bathroom with a white toilet next to a shower curtain covered bath tub.,18,0
139,./playground/data/mscoco/val2017/000000221502.jpg,A park bench surrounded by floral arrangements on either side.,3,1
140,./playground/data/mscoco/val2017/000000211825.jpg,A man blowing out candles on a cake.,0,1
141,./playground/data/mscoco/val2017/000000382734.jpg,A bathroom being renovated with pipes in the wall,2,1
142,./playground/data/mscoco/val2017/000000456394.jpg,"BLUE MOTORCYCLE ON DISPLAY, SURROUNDED BY OTHER VEHICLES",0,1
143,./playground/data/mscoco/val2017/000000553776.jpg,A man rides a large motorcycle on a freeway.,0,1
144,./playground/data/mscoco/val2017/000000332455.jpg,a close up of a toilet with a pink seat and lid,0,1
145,./playground/data/mscoco/val2017/000000465179.jpg,a close up of a person brushing her teeth in the bathroom,0,1
146,./playground/data/mscoco/val2017/000000571718.jpg,A man standing in front of a fruit stand containing several bunches of bananas.,1,1
147,./playground/data/mscoco/val2017/000000527220.jpg,A red car next to a gas station sign and parked blue and silver motorcycles.,31,0
148,./playground/data/mscoco/val2017/000000554002.jpg,A black dog standing between people in line,0,1
149,./playground/data/mscoco/val2017/000000122217.jpg,Two people skateboarding down a roadway in a downhill descent.,0,1
150,./playground/data/mscoco/val2017/000000168337.jpg,Two people outside of a stone building near a red fire hydrant.,14,0
151,./playground/data/mscoco/val2017/000000023272.jpg,A Calico cat laying on the hood of a Mercedes.,0,1
152,./playground/data/mscoco/val2017/000000368940.jpg,a bathroom with a mirror and a sink,14,0
153,./playground/data/mscoco/val2017/000000481573.jpg,Boy standing on a skate board as seen from under the board.,3,1
154,./playground/data/mscoco/val2017/000000542089.jpg,a bathroom with a bath tub a sink and a mirror,14,0
155,./playground/data/mscoco/val2017/000000165681.jpg,This is an image of a row of scooters,7,1
156,./playground/data/mscoco/val2017/000000357737.jpg,A picture of a person standing by a bicycle.,13,0
157,./playground/data/mscoco/val2017/000000067213.jpg,A lot of people that are looking at a pool.,51,0
158,./playground/data/mscoco/val2017/000000222825.jpg,A kitchen with a stove top oven next to a white fridge.,14,0
159,./playground/data/mscoco/val2017/000000170893.jpg,A dog is standing next to a toilet playing with tissue,0,1
160,./playground/data/mscoco/val2017/000000107087.jpg,A black cat sits in a car and looks out.,0,1
161,./playground/data/mscoco/val2017/000000366884.jpg,A man sitting at a computer desk in front of a monitor.,145,0
162,./playground/data/mscoco/val2017/000000555597.jpg,Many cars parked on a city street with tall buildings in the background.,22,0
163,./playground/data/mscoco/val2017/000000139099.jpg,A street scene with a person on a motorcycle.,7,1
164,./playground/data/mscoco/val2017/000000144114.jpg,A small glider flying through the sky with a pilot.,5,1
165,./playground/data/mscoco/val2017/000000255917.jpg,A cluster of traffic driving towards a capital building.,1,1
166,./playground/data/mscoco/val2017/000000030828.jpg,"A person with an orange blanket covering them, sleeping on a wooden park bench.",0,1
167,./playground/data/mscoco/val2017/000000163562.jpg,The young man is holding a clear Frisbee.,9,1
168,./playground/data/mscoco/val2017/000000021839.jpg,a person walking across the street with a traffic light above,22,0
169,./playground/data/mscoco/val2017/000000251065.jpg,A black toilet in a tiled public bathroom stall.,1,1
170,./playground/data/mscoco/val2017/000000522751.jpg,A view of a stoplight by a street.,7,1
171,./playground/data/mscoco/val2017/000000213816.jpg,a close up of a public transit train with its doors open,10,0
172,./playground/data/mscoco/val2017/000000435003.jpg,A laptop computer sitting on a desk next to a desktop monitor.,20,0
173,./playground/data/mscoco/val2017/000000307145.jpg,A kitchen with old wooden cabinets and a stove top oven.,4,1
174,./playground/data/mscoco/val2017/000000281032.jpg,An elderly person in a kitchen cooking food.,12,0
175,./playground/data/mscoco/val2017/000000404484.jpg,A woman bending over in a living room to pet her dog.,5,1
176,./playground/data/mscoco/val2017/000000227044.jpg,A black and white cat standing in a white bathroom sink.,1,1
177,./playground/data/mscoco/val2017/000000002532.jpg,A person standing on top of a ski covered slope.,55,0
178,./playground/data/mscoco/val2017/000000156071.jpg,A group of people standing around at a rodeo.,8,1
179,./playground/data/mscoco/val2017/000000127182.jpg,A kitchen filled with metal appliances and a window.,12,0
180,./playground/data/mscoco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,25,0
181,./playground/data/mscoco/val2017/000000356387.jpg,A row of parked motorcycles sitting in front of a tall building.,20,0
182,./playground/data/mscoco/val2017/000000130826.jpg,Two men sitting next to each other on a wooden bench.,37,0
183,./playground/data/mscoco/val2017/000000472623.jpg,A young man riding a bike on top of a beach.,0,1
184,./playground/data/mscoco/val2017/000000481404.jpg,A church with a stain glassed window of the virgin mary.,5,1
185,./playground/data/mscoco/val2017/000000194875.jpg,Here are motorcyclists parked outside a Polish gathering spot for women,0,1
186,./playground/data/mscoco/val2017/000000025096.jpg,A young boy cuts into a cake shaped like a skateboard.,0,1
187,./playground/data/mscoco/val2017/000000485895.jpg,The giraffe is standing in the shade of the tree.,4,1
188,./playground/data/mscoco/val2017/000000243495.jpg,a toilet with writing under the lid ,3,1
189,./playground/data/mscoco/val2017/000000384850.jpg,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.,0,1
190,./playground/data/mscoco/val2017/000000053505.jpg,A toilet sitting underneath a medicine cabinet in a bathroom.,9,1
191,./playground/data/mscoco/val2017/000000146667.jpg,A woman digging through the storage compartment on her moped.,0,1
192,./playground/data/mscoco/val2017/000000531707.jpg,A group of people sitting on a wooden bench next to a  field.,56,0
193,./playground/data/mscoco/val2017/000000031817.jpg,A man riding a motorcycle while eating food.,0,1
194,./playground/data/mscoco/val2017/000000536343.jpg,A bath tub in a small bathroom with towels hanging over it.,79,0
195,./playground/data/mscoco/val2017/000000029187.jpg,A man riding a horse drawn carriage on a race track.,0,1
196,./playground/data/mscoco/val2017/000000402346.jpg,Tomatoes sit in a black bowl next to a flower.,0,1
197,./playground/data/mscoco/val2017/000000458768.jpg,A brightly lit kitchen with lots of natural light.,0,1
198,./playground/data/mscoco/val2017/000000018737.jpg,A motorcycle parked near a fence by a beach.,2,1
199,./playground/data/mscoco/val2017/000000293044.jpg,A plastic dish with the food sectioned off.,26,0
200,./playground/data/mscoco/val2017/000000045229.jpg,A kitchen filled with a wooden cabinet and a large window.,0,1
201,./playground/data/mscoco/val2017/000000212453.jpg,A white toilet sitting in a corner of a room.,49,0
202,./playground/data/mscoco/val2017/000000570782.jpg,Three computers without screens sit on a desk.,0,1
203,./playground/data/mscoco/val2017/000000069213.jpg,Two men wearing suits and hats are walking together.,0,1
204,./playground/data/mscoco/val2017/000000520324.jpg,Someone is driving a cart near a single engine airplane.,1,1
205,./playground/data/mscoco/val2017/000000455624.jpg,Person driving a plated motorcycle on a track with people watching.,53,0
206,./playground/data/mscoco/val2017/000000408112.jpg,A small propeller plane sitting on top of an airport tarmac.,67,0
207,./playground/data/mscoco/val2017/000000297578.jpg,A man walking down a street smoking a cigarette.,0,1
208,./playground/data/mscoco/val2017/000000286907.jpg,A bathroom scene with focus on the toilet.,43,0
209,./playground/data/mscoco/val2017/000000553094.jpg,a fighter het flying up in the air ,13,0
210,./playground/data/mscoco/val2017/000000414510.jpg,A few people sitting by a busy street,117,0
211,./playground/data/mscoco/val2017/000000070774.jpg,Small motorcycle with several bicycles tied to the back of it. ,10,0
212,./playground/data/mscoco/val2017/000000015272.jpg,A red light is a wonderful contrast to the pink leaves on trees,0,1
213,./playground/data/mscoco/val2017/000000152120.jpg,A man in a jean jacket riding a motorcycle on a road.,0,1
214,./playground/data/mscoco/val2017/000000441247.jpg,A woman standing in a kitchen next to a table.,30,0
215,./playground/data/mscoco/val2017/000000323263.jpg,A group of people standing around a blue building.,34,0
216,./playground/data/mscoco/val2017/000000462614.jpg,A bathroom filled with fixtures and a shower.,6,1
217,./playground/data/mscoco/val2017/000000092124.jpg,A bathroom with a white toilet and a sink net to a shower.,62,0
218,./playground/data/mscoco/val2017/000000380706.jpg,A man riding a motorcycle down a city street.,3,1
219,./playground/data/mscoco/val2017/000000474786.jpg,A bathroom with a sink and television inside of the mirror.,1,1
220,./playground/data/mscoco/val2017/000000097022.jpg,A kitchen filled with wooden cabinets and a microwave oven.,30,0
221,./playground/data/mscoco/val2017/000000208901.jpg,A large passenger jet flying through a gray sky.,0,1
222,./playground/data/mscoco/val2017/000000074209.jpg,A counter in a kitchen line with black metal stools.,20,0
223,./playground/data/mscoco/val2017/000000472375.jpg,A small black and brown dog sitting next to a motorcycle.,8,1
224,./playground/data/mscoco/val2017/000000224724.jpg,There is a woman standing on a city street.,55,0
225,./playground/data/mscoco/val2017/000000084752.jpg,a jet on three pillars in front of a building,0,1
226,./playground/data/mscoco/val2017/000000405432.jpg,A white table topped with cakes and nuts.,5,1
227,./playground/data/mscoco/val2017/000000293324.jpg,A group of large passenger jets parked in front of an airport.,3,1
228,./playground/data/mscoco/val2017/000000008211.jpg,"Two men talking to each other on a street corner
",1,1
229,./playground/data/mscoco/val2017/000000034873.jpg,A kitchen with a counter and a table with chairs.,26,0
230,./playground/data/mscoco/val2017/000000580294.jpg,Person cooking an eggs on a black pot on a stove. ,2,1
231,./playground/data/mscoco/val2017/000000507893.jpg,The bathroom is white and looks very clean.,14,0
232,./playground/data/mscoco/val2017/000000101762.jpg,A cat standing next to a bike parked against a wall.,1,1
233,./playground/data/mscoco/val2017/000000226984.jpg,A kitchen filled with appliances and wooden cabinets.,20,0
234,./playground/data/mscoco/val2017/000000052017.jpg,A yellow and blue plant flying in a gray sky.,12,0
235,./playground/data/mscoco/val2017/000000489339.jpg,A woman is wearing a wetsuit while holding a surfboard.,0,1
236,./playground/data/mscoco/val2017/000000205401.jpg,A plane floating on top of a lake surrounded by mountains.,0,1
237,./playground/data/mscoco/val2017/000000419974.jpg,a man standing next to a kitchen counter preparing food.,14,0
238,./playground/data/mscoco/val2017/000000262895.jpg,"A man wearing a tie, jacket and white shirt.",13,0
239,./playground/data/mscoco/val2017/000000138639.jpg,A group of men standing on the side of a street.,109,0
240,./playground/data/mscoco/val2017/000000349184.jpg,A woman sitting on top of a wooden bench near a park.,6,1
241,./playground/data/mscoco/val2017/000000037670.jpg,A man holding holding a giant remote control.,424,0
242,./playground/data/mscoco/val2017/000000338219.jpg,A couple of motorcycles parked next to each other.,45,0
243,./playground/data/mscoco/val2017/000000206487.jpg,A man riding a motorcycle with a woman on back of it.,22,0
244,./playground/data/mscoco/val2017/000000011149.jpg,A man standing next to a bikes and a motorcycle.,43,0
245,./playground/data/mscoco/val2017/000000379453.jpg,An Air Force jet flying in a deep blue sky.,1,1
246,./playground/data/mscoco/val2017/000000579902.jpg,A person riding a motorcycle down a street.,20,0
247,./playground/data/mscoco/val2017/000000485424.jpg,an image of a junky garage with trash everywhere,59,0
248,./playground/data/mscoco/val2017/000000033854.jpg,"A bus, old cabin cars, and motor cycles with people ",2,1
249,./playground/data/mscoco/val2017/000000044590.jpg,A group of motorcycles parked on the side of a road.,0,1
250,./playground/data/mscoco/val2017/000000167898.jpg,"A kitchen with a toilet, sink and a bathtub.",16,0
251,./playground/data/mscoco/val2017/000000167122.jpg,an image of a night scene with a cat on top of a car,0,1
252,./playground/data/mscoco/val2017/000000365766.jpg,"A kitchen area with a stove, sink and microwave.",50,0
253,./playground/data/mscoco/val2017/000000206411.jpg,A hand spraying water into a white toilet bowl.,0,1
254,./playground/data/mscoco/val2017/000000500464.jpg,Bathroom with a white tiled floor and sink.,7,1
255,./playground/data/mscoco/val2017/000000467511.jpg,A biker chic in high heel boots is talking to a man at a gas pump.,0,1
256,./playground/data/mscoco/val2017/000000311295.jpg,A field with various wildlife and trees in the background.,15,0
257,./playground/data/mscoco/val2017/000000170099.jpg,a person wearing a suit and tie next to a couch,10,0
258,./playground/data/mscoco/val2017/000000033638.jpg,A woman observing something on a kitchen stove.,0,1
259,./playground/data/mscoco/val2017/000000403565.jpg,A man wearing a bike helmet standing next to a bicycle.,6,1
260,./playground/data/mscoco/val2017/000000383443.jpg,"A bathroom with a tub, sinks, lights and a television.",19,0
261,./playground/data/mscoco/val2017/000000187745.jpg,a small yellow Cessna plane flying on a clear day,0,1
262,./playground/data/mscoco/val2017/000000365207.jpg,rear view mirror reflection showing a dog in the back seat,0,1
263,./playground/data/mscoco/val2017/000000343934.jpg,A blue motorcycle is parked in a corner covered in graffiti.,0,1
264,./playground/data/mscoco/val2017/000000290619.jpg,Banana and plastic drink container sitting on a table.,0,1
265,./playground/data/mscoco/val2017/000000209613.jpg,Three look alike dogs are herding sheep into a pile.,1,1
266,./playground/data/mscoco/val2017/000000459272.jpg,A woman holding a smart phone next to a group of people.,47,0
267,./playground/data/mscoco/val2017/000000386457.jpg,Cat wedged between two large oak doors trying to get out.,0,1
268,./playground/data/mscoco/val2017/000000245513.jpg,A giraffe standing in a field next to a fence.,1,1
269,./playground/data/mscoco/val2017/000000077396.jpg,These two cats are playing in a room that has a large TV and a laptop computer.,0,1
270,./playground/data/mscoco/val2017/000000477441.jpg,A large passenger jet sitting on top of an airport tarmac.,8,1
271,./playground/data/mscoco/val2017/000000402433.jpg,A pizza sitting on top of a pan in the oven.,21,0
272,./playground/data/mscoco/val2017/000000103585.jpg,A bathroom with two sinks sitting under mirrors.,54,0
273,./playground/data/mscoco/val2017/000000255401.jpg,A bathroom filled with toilets and a tub next to a sink.,7,1
274,./playground/data/mscoco/val2017/000000044279.jpg,Two men work in the kitchen of a restaurant.,0,1
275,./playground/data/mscoco/val2017/000000410878.jpg,A parked motorcycle sitting on a dirty road.,3,1
276,./playground/data/mscoco/val2017/000000459467.jpg,A small wheeled airplane on an open runway.,7,1
277,./playground/data/mscoco/val2017/000000507081.jpg,"A kitchen with its light's off, with light coming from an open door.",1,1
278,./playground/data/mscoco/val2017/000000262440.jpg,"A bathroom with a toilet, sink, bath tub, and a small cabinet.",18,0
279,./playground/data/mscoco/val2017/000000398905.jpg,A person is sitting at a keyboard near a microphone.,51,0
280,./playground/data/mscoco/val2017/000000173302.jpg,A restaurant with red stools next to a bar  and a blue table.,1,1
281,./playground/data/mscoco/val2017/000000164637.jpg,A picture of pink bathroom sink and a mirror.,1,1
282,./playground/data/mscoco/val2017/000000185802.jpg,A banana in a little chair near a window.,0,1
283,./playground/data/mscoco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,0,1
284,./playground/data/mscoco/val2017/000000078748.jpg,A group of motorcycles on display for a crowd.,3,1
